old_url,clicks,impressions,ctr,position,redirect_target,redirect_status,migration_priority,notes
https://www.blancareal.com/fr/propriete/appartements-neufs-a-cancelada-estepona-2/,3,345,0.87%,25.6,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/haus-kaufen-marbella-palo-alto/,3,322,0.93%,22.73,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/chalet-adosado-con-vista-al-mar/,3,321,0.93%,26.95,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/luxury-villa-at-the-heart-of-conde-de-urena/,3,263,1.14%,33.37,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/parcela-en-nueva-andalucia-con-proyecto-villa-dione/,3,262,1.15%,63.98,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/dorronsoro-architeture-firm-behind-calahonda-sunset/,3,241,1.24%,10.43,https://blancareal.com/en/post/dorronsoro-architects-behind-calahonda-sunset/,exact_or_strong_match,medium,Found in Paginas.csv. Current redirect plan points to a direct or strong equivalent.
https://www.blancareal.com/fr/propriete/maisons-nouvelle-construction-le-higueron-fuengirola/,3,220,1.36%,47.64,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/faqs/,3,196,1.53%,5.38,https://blancareal.com/en/contact/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/it/inizio/,3,191,1.57%,19.08,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/estilo-minimalista-casas-malaga/,3,182,1.65%,36.33,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/sea-view-penthouse-arenal-golf-double-parking-storage/,3,105,2.86%,10.1,https://blancareal.com/en/properties/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/fr/propriete/penthouse-avec-piscine-privee-a-vendre-a-estepona/,3,104,2.88%,26.34,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/penthouses-nouveaux-a-vendre-malaga/,3,96,3.12%,30.88,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/villa-de-lujo-en-conde-de-urena/,3,88,3.41%,24.15,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/dorronsoro-studio-di-architettura-dietro-calahonda-sunset/,3,87,3.45%,12.89,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/ueber-uns/,3,84,3.57%,33.12,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/luxurioese-neubauwohnung-in-el-higueron/,3,68,4.41%,18.96,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://condesahills.blancareal.com/wp-content/uploads/2024/09/plano-condesa-hills-tipo-5.pdf,3,64,4.69%,6.62,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/apartment-to-rent-mijas-costa/,3,56,5.36%,23.12,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/,3,35,8.57%,23.43,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/nl/propiedad/off-plan-eigendommen-te-koop-fuengirola-spanje/,2,906,0.22%,36.59,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/beachfront-villa-in-costa-del-sol-for-rent/,2,747,0.27%,57.97,https://blancareal.com/en/properties/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/it/perche-comprare-casa-in-spagna-con-agenzia/,2,713,0.28%,29.57,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/espectacular-villa-en-calahonda/,2,684,0.29%,43.92,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/steuern-haus-kaufen-spanien/,2,640,0.31%,65.58,https://blancareal.com/de/post/steuern-zahlen-costa-del-sol-immobilie/,exact_or_strong_match,medium,Found in Paginas.csv. Current redirect plan points to a direct or strong equivalent.
https://www.blancareal.com/5-reasons-invest-costa-del-sol-given-instability-middle-east/,2,466,0.43%,4.09,https://blancareal.com/en/post/5-reasons-invest-costa-del-sol-given-instability-middle-east/,exact_or_strong_match,medium,Found in Paginas.csv. Current redirect plan points to a direct or strong equivalent.
https://www.blancareal.com/es/propiedad/discreta-villa-en-cala-de-mijas/,2,428,0.47%,59.31,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://condesahills.blancareal.com/es/galeria/,2,377,0.53%,7.28,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/atico-3-o-4-dormitorios-estepona-cerca-de-la-playa/,2,341,0.59%,41.38,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/finca-rustica-lujo-venta-estepona/,2,301,0.66%,23.03,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/adosada-3-habitaciones-vistas-panoramicas-y-azotea-malaga-centro/,2,299,0.67%,31.97,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/casa-en-venta-en-mijas-costa/,2,279,0.72%,27.08,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/why-invest-in-andalusia/,2,230,0.87%,22.22,https://blancareal.com/en/posts/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/es/propiedad/adosado-con-vistas-a-costa-de-fuengirola-costa-del-sol/,2,220,0.91%,29.24,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/3b-apartment-with-sea-views-estepona/,2,206,0.97%,31.87,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/local-100m2-la-cala-de-mijas-centro/,2,172,1.16%,17.58,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/appartamenti-in-vendita-12-o-3-camere-con-vista-mare-costa-del-sol/,2,167,1.2%,30.44,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/ville-vendita-marbella/,2,154,1.3%,15.14,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://condesahills.blancareal.com/wp-content/uploads/2024/09/Plano-condesa-hills-tipo-3P.pdf,2,143,1.4%,10.44,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/nl/propiedad/wohnungen-mit-2-oder-3-schlafzimmern-zum-verkauf-mit-meerblick-neben-sotogrande/,2,141,1.42%,8.44,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://condesahills.blancareal.com/fr/,2,128,1.56%,17.27,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/dorronsoro-architekturbirma-hinter-calahonda-sunset/,2,109,1.83%,25.61,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/blancareal-new-sales-office-at-puerto-de-la-torre-costa-del-sol/,2,108,1.85%,28.94,https://blancareal.com/en/posts/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/it/proprieta/attico-di-nuova-costruzione-con-2-camere-da-letto-a-el-higueron/,2,101,1.98%,26.16,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/faq/chi-paga-le-spese-di-una-compravendita-in-spagna/,2,97,2.06%,9.58,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/agente/eva-valero/,2,95,2.11%,39.66,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/sea-view-penthouse-arenal-golf-double-parking-storage/,2,75,2.67%,14.12,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/case-in-vendita-in-spagna-andalusia/,2,65,3.08%,40.29,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/grundstueck-in-nueva-andalucia-mit-projekt-marbella/,2,64,3.12%,15.56,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/commercial-property-la-cala-de-mijas-centre/,2,59,3.39%,41.97,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/appartamento-vendita-rincon-de-la-victoria/,2,51,3.92%,31.29,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/amazing-duplex-penthouse-fuengirola/,2,44,4.55%,19.39,https://blancareal.com/en/property/4-bedroom-duplex-penthouse-fuengirola/,exact_or_strong_match,medium,Found in Paginas.csv. Current redirect plan points to a direct or strong equivalent.
https://www.blancareal.com/nl/thuis/,2,39,5.13%,27.44,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/category/real-estate-news/,2,33,6.06%,6.36,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/prestacion-propiedad/obra-nueva/,2,30,6.67%,17.5,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/adosado-en-las-lagunas-de-mijas/,2,30,6.67%,38.03,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/nl/agente/eva-valero/,2,26,7.69%,56.35,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/appartamento-di-nuova-costruzione-a-la-cala-golf-mijas/,2,24,8.33%,8.54,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/ubicacion-ubicacion/manilva-it/,2,10,20%,6,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/maisons-vente-fuengirola-blanca-hills/,1,986,0.1%,43.26,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/piso-alquiler-vacacional-mijas-costa/,1,931,0.11%,72.3,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/villa-de-lujo-eco-sostenible-en-mijas/,1,675,0.15%,23.7,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/blog/,1,600,0.17%,10.4,https://blancareal.com/en/posts/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/it/proprieta/case-in-vendita-a-marbella/,1,567,0.18%,34.71,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/esclusivo-progetto-di-ville-di-lusso-con-vista-sul-mare-a-costa-del-sol/,1,473,0.21%,28.62,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/new-construction-villas-with-sea-views-in-manilva/,1,464,0.22%,44.91,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/hauser-verkauf-fuengirola-blanca-hills/,1,461,0.22%,20.09,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/appartements-a-vendre-fuengirola-espagne/,1,460,0.22%,29.53,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/plot-with-luxury-villa-project-close-to-marbella/,1,334,0.3%,31.69,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/appartements-de-2-et-3-chambres-vue-imprenable-benalmadena/,1,328,0.3%,36.05,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/appartements-a-benahavis-marbella/,1,299,0.33%,51.26,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/luxury-apartments-with-sea-views-in-ojen/,1,299,0.33%,51.12,https://blancareal.com/en/properties/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/property/2-and-3-bedrooms-apartments-stunning-views-benalmadena/,1,278,0.36%,46.02,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/piso-de-lujo-con-vista-al-mar-en-marbella/,1,228,0.44%,36.67,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/haus-spanien-kaufen/,1,226,0.44%,46.4,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/rentals/,1,223,0.45%,50,https://blancareal.com/en/contact/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/property/majestic-villas-with-sea-views-in-mijas-costa-del-sol/,1,221,0.45%,45.36,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/faq/who-pays-for-the-fees-in-a-buying-process-in-spain/,1,219,0.46%,62.99,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/new-build-flats-in-cancelada-estepona-2/,1,191,0.52%,42.02,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/immobili-in-vendita-spagna-mijas/,1,184,0.54%,16.34,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/chalet-independiente-en-cabopino-marbella/,1,182,0.55%,30.01,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/piso-venta-rincon-de-la-victoria/,1,173,0.58%,24.45,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/nl/propiedad/luxe-appartement-met-zeezicht-in-marbella/,1,173,0.58%,54.8,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/we-sell-your-home-professional-mediation-with-in-house-legal-services-and-marketing/,1,166,0.6%,10.71,https://blancareal.com/en/post/sell-your-home-blancareal/,exact_or_strong_match,medium,Found in Paginas.csv. Current redirect plan points to a direct or strong equivalent.
https://www.blancareal.com/de/eigentum/3-zimmer-wohnung-mit-meerblick-in-estepona-costa-del-sol/,1,163,0.61%,30.21,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/nl/propiedad/penthouses-met-zeezicht-in-estepona-costa-del-sol/,1,161,0.62%,50.19,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/newly-built-appartments-fuengirola-costa-del-sol/,1,159,0.63%,17.55,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/villa-manilva-mit-meerblick/,1,157,0.64%,19.76,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/apartments-for-sale-mijas-costa/,1,155,0.65%,67.77,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/beachfront-villa-in-cala-de-mijas/,1,151,0.66%,35.81,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/accueil/,1,150,0.67%,34.56,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/appartements-neufs-a-el-higueron-fuengirola/,1,149,0.67%,63.88,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/nl/luxe-villas/,1,145,0.69%,34.36,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/questions-frequentes/,1,144,0.69%,18.44,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/luxury-countryside-villa-sale-estepona/,1,144,0.69%,24.22,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/aticos-con-vistas-al-mar-en-estepona/,1,143,0.7%,31.57,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/haeufig-gestellte-fragen/,1,142,0.7%,30.31,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/pisos-3-dormitorios-obra-nueva-el-higueron/,1,141,0.71%,22.26,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/servicios/,1,138,0.72%,11.21,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://condesahills.blancareal.com/wp-content/uploads/2021/02/planos-condesa-hills-espa%C3%B1ol-2.pdf,1,120,0.83%,4.92,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/luxuswohnung-mit-meerblick-in-marbella/,1,113,0.88%,29.27,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/apartamentos-obra-nueva-benalmadena/obra-nueva-en-benalmadena-balcones-del-pinillo/,1,111,0.9%,14.32,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/pourquoi-acheter-maison-en-espagne-avec-agence/,1,111,0.9%,64.49,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/spektakulaere-villa-in-calahonda/,1,101,0.99%,13.16,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/category/obra-nueva/,1,99,1.01%,26.35,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/maison-a-vendre-a-marbella/,1,93,1.08%,28.74,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/style-properties-costa-del-sol/,1,80,1.25%,16.49,https://blancareal.com/en/posts/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/es/propiedad/apartamento-de-lujo-de-nueva-construccion-en-el-higueron/,1,77,1.3%,50.29,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/ubicacion-ubicacion/malaga-provincia/,1,75,1.33%,19.43,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/maison-campagne-luxe-vendre-estepona/,1,75,1.33%,17.29,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/,1,73,1.37%,12.47,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/piso-de-obra-nueva-en-el-centro-de-estepona/,1,72,1.39%,19.35,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/flats-in-fuengirola/,1,71,1.41%,60.08,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/pisos-con-vistas-al-mar-en-torrox/,1,63,1.59%,7.41,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/3-zimmer-wohnung-in-marbella/,1,62,1.61%,23.08,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/villa-las-chapas-marbella-con-vistas-al-mar/,1,62,1.61%,15.66,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/apartamentos-en-benahavis-marbella/,1,61,1.64%,59.64,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/appartamenti-con-vista-mare-a-estepona-costa-del-sol/,1,59,1.69%,51.1,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/nueva-colaboracion-para-obra-nueva/,1,57,1.75%,17.3,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/piso-3-dormitorios-con-vistas-al-mar-estepona/,1,54,1.85%,19.44,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/wohnung-mieten-mijas-costa/,1,50,2%,21.32,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/terrain-a-vendre-avec-3-villas-el-chaparral-costa-del-sol/,1,49,2.04%,26.96,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/recherche-de-propriete/,1,46,2.17%,16,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/ubicacion-ubicacion/benalmadena-en/,1,45,2.22%,41.16,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/appartements-a-vendre-costa-del-sol/,1,42,2.38%,46.33,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/eco-sustainable-luxury-villa-in-mijas/,1,31,3.23%,53.68,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/piso-de-nueva-construccion-en-puerto-banus/,1,30,3.33%,47.8,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/prestacion-propiedad/our-developments/,1,30,3.33%,19.37,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/new-build-property-los-pacos-fuengirola/,1,29,3.45%,9.79,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/el-precio-de-la-eficiencia-energetica-una-comparativa-desde-ahorro-en-luz-hasta-sostenibilidad/,1,27,3.7%,45.67,https://blancareal.com/es/posts/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/it/contatto/,1,27,3.7%,11.19,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/neubauwohnungen-in-el-higueron-fuengirola/,1,24,4.17%,18.33,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/oekologisch-nachhaltige-luxusvilla-in-mijas/,1,21,4.76%,18.05,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/stadtgrundstueck-zum-verkauf-torrox-malaga/,1,14,7.14%,48.57,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/nl/propiedad/beachfront-villa-in-cala-de-mijas/,1,13,7.69%,28.92,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/townhouse-in-las-lagunas-de-mijas/,1,12,8.33%,18.08,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/propiedad/3-bedrooms-penthouse-las-lagunas-mijas/,1,11,9.09%,12,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/ville-nuova-costruzione-manilva/,1,11,9.09%,4.27,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/de/eigentum/neu-gebaute-wohnungen-in-el-higueron-fuengirola/,1,10,10%,33,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/appartamenti-a-benahavis-marbella/,1,9,11.11%,16.22,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/appartamenti-in-vendita-2-o-3-camere-da-letto-con-vista-sul-mare-manilva/,1,8,12.5%,8.25,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/ubicacion-ubicacion/marbella/page/2/,1,7,14.29%,44.86,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/it/proprieta/appartamenti-di-nuova-costruzione-a-cancelada-estepona-2/,1,6,16.67%,8.83,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/prestacion-propiedad/obra-nueva/page/5/,1,5,20%,15.2,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/fr/propriete/new-build-property-los-pacos-fuengirola/,1,4,25%,9.75,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/new-build-penthouse-los-pacos-fuengirola/,1,4,25%,5,https://blancareal.com/en/property/new-build-penthouse-fuengirola/,manual_review_hold,medium,Found in Paginas.csv. Current redirect plan is still on manual review hold.
https://www.blancareal.com/es/ubicacion-ubicacion/cadiz/?view=list,1,2,50%,1,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/ubicacion-ubicacion/benalmadena/,1,1,100%,2,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/nl/propiedad/penthouse-meerblick-arenal-golf-doppelparkplatz-abstellraum/,1,1,100%,2,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/es/blog/,0,881,0%,21.07,https://blancareal.com/es/posts/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/es/propiedad/parcela-en-nueva-andalucia-con-proyecto-villa-eudora/,0,583,0%,32.59,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/blancareal-and-resimo-innovative-real-estate-experience-on-the-costa-del-sol/,0,521,0%,28.62,https://blancareal.com/en/posts/,section_fallback,medium,Found in Paginas.csv. Current redirect plan points to a broader section fallback.
https://www.blancareal.com/it/proprieta/appartamenti-di-lusso-nuova-costruzione-sulla-costa-del-sol/,0,520,0%,27.69,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
https://www.blancareal.com/property/luxury-flat-with-sea-view-in-marbella-2/,0,511,0%,51.29,,missing_redirect,medium,Found in Paginas.csv. No redirect is planned yet for this URL.
